ID_objet;Date;Heure;Longitude;Latitude;Categ;Ss_categ;Etat;Quantité
117;26/12/2016;19:40:29;1,462627051;43,6350961;Vehicules;Pieces detaches;Réparable;3
118;27/12/2016;22:45:04;1,405685048;43,62127483;Matériaux;Bois;Réparable;4
119;28/12/2016;13:59:21;1,457184117;43,61819613;Divers;NULL;Inconnu;4
120;29/12/2016;20:04:32;1,387048072;43,61288895;Vehicules;Autres;Inconnu;2
121;30/12/2016;19:56:42;1,366739229;43,65507744;Vaisselles;NULL;Réparable;3
122;31/12/2016;04:42:30;1,46349398;43,54245753;Vetement/textile;Homme;Bon;3
123;01/01/2017;18:43:36;1,468729809;43,63638427;Decos;NULL;Abimé;3
124;02/01/2017;13:17:22;1,364677715;43,57163254;Divers;NULL;Réparable;2
125;03/01/2017;22:44:51;1,415594502;43,5932241;Matériaux;Bois;Réparable;3
126;04/01/2017;14:59:11;1,480503749;43,58754084;Ameublement;Fauteuil;Inconnu;1
127;05/01/2017;00:04:16;1,360325186;43,56365113;Ameublement;Literie;Inconnu;2
128;06/01/2017;23:44:56;1,365858149;43,57598874;Vetement/textile;Femme;Bon;4
129;07/01/2017;03:53:21;1,50640966;43,59208215;Vehicules;Autres;Réparable;2
130;08/01/2017;02:42:12;1,367069502;43,62059913;Outils;NULL;Bon;1
131;09/01/2017;06:46:24;1,502021566;43,6146023;Vetement/textile;Enfant;Inconnu;2
132;10/01/2017;06:15:59;1,362867994;43,56602355;Matériaux;Carton;Bon;4
133;11/01/2017;15:55:44;1,475421296;43,64092746;Vetement/textile;Enfant;Réparable;1
134;12/01/2017;08:27:07;1,449136446;43,52977953;Vehicules;Velos;Réparable;1
135;13/01/2017;09:15:36;1,456589597;43,65179926;Vehicules;Pieces detaches;Bon;4
136;14/01/2017;20:25:13;1,345191983;43,55434925;Ameublement;Chaise;Inconnu;4
137;15/01/2017;13:42:45;1,391811773;43,63955185;Electroménager;NULL;Inconnu;4
138;16/01/2017;21:30:46;1,492132848;43,62337139;Vetement/textile;Femme;Réparable;2
139;17/01/2017;15:15:25;1,391161354;43,55468102;Vetement/textile;Enfant;Inconnu;2
140;18/01/2017;09:34:27;1,492342316;43,62461298;Matériaux;Feraille;Bon;4
141;19/01/2017;05:48:24;1,413203841;43,55326349;Matériaux;Feraille;Bon;4
142;20/01/2017;00:28:31;1,422823576;43,574639;Vetement/textile;Homme;Bon;4
143;21/01/2017;17:17:47;1,453685554;43,58210449;Ameublement;Fauteuil;Réparable;1
144;22/01/2017;08:39:04;1,36699007;43,54739597;Vetement/textile;Femme;Inconnu;3
145;23/01/2017;08:59:46;1,48709509;43,64666819;Matériaux;Feraille;Inconnu;2
146;24/01/2017;19:22:26;1,469010104;43,63316924;Outils;NULL;Réparable;3
147;25/01/2017;08:48:57;1,436380757;43,605628;Vetement/textile;Femme;Abimé;4
148;26/01/2017;21:59:54;1,499775681;43,58455956;Electronique;Telephonie;Réparable;3
149;27/01/2017;10:42:19;1,403840654;43,65264775;Divers;NULL;Bon;3
150;28/01/2017;07:02:03;1,483853022;43,577536;Matériaux;Bois;Bon;2
151;29/01/2017;18:20:57;1,455969857;43,61157506;Ameublement;Table;Abimé;4
152;30/01/2017;22:51:49;1,410996571;43,54263415;Decos;NULL;Abimé;1
153;31/01/2017;15:47:09;1,407289862;43,59919128;Vehicules;Velos;Réparable;3
154;01/02/2017;03:14:56;1,347676071;43,54633207;Electronique;Ordinateur;Inconnu;2
155;02/02/2017;12:34:52;1,472221498;43,57037461;Vehicules;Velos;Abimé;1
156;03/02/2017;06:05:40;1,495520072;43,53361971;Vetement/textile;Femme;Bon;2
157;04/02/2017;12:28:01;1,492556923;43,57552254;Ameublement;Fauteuil;Abimé;2
158;05/02/2017;17:07:27;1,478841085;43,53630073;Ameublement;Literie;Inconnu;2
159;06/02/2017;07:27:37;1,499747916;43,56020206;Outils;NULL;Bon;1
160;07/02/2017;01:32:27;1,449477635;43,58384098;Ameublement;Chaise;Inconnu;4
161;08/02/2017;22:12:53;1,431344332;43,60163399;Vehicules;Autres;Abimé;4
162;09/02/2017;15:05:02;1,49896157;43,60317291;Decos;NULL;Réparable;4
163;10/02/2017;11:07:50;1,370028916;43,58373192;Electroménager;NULL;Abimé;1
164;11/02/2017;11:31:33;1,418550632;43,63980318;Electronique;Telephonie;Abimé;4
165;12/02/2017;09:07:57;1,468182573;43,54433132;Matériaux;Carton;Inconnu;4
166;13/02/2017;14:15:36;1,414783301;43,65136029;Ameublement;Chaise;Abimé;4
167;14/02/2017;02:55:23;1,414843294;43,63165123;Vaisselles;NULL;Bon;1
168;15/02/2017;07:01:37;1,466334941;43,59839328;Electronique;Jeux videos;Inconnu;4
169;16/02/2017;20:39:09;1,442473633;43,58288184;Decos;NULL;Abimé;4
170;17/02/2017;07:40:47;1,435104632;43,57671607;Ameublement;Literie;Inconnu;3
171;18/02/2017;13:29:32;1,443296057;43,57894934;Ameublement;Literie;Abimé;3
172;19/02/2017;13:10:06;1,365765421;43,56161031;Electronique;Jeux videos;Abimé;1
173;20/02/2017;05:02:30;1,421895226;43,63038835;Ameublement;Rangement;Abimé;2
174;21/02/2017;05:46:05;1,38300701;43,55595334;Vetement/textile;Enfant;Abimé;3
175;22/02/2017;16:49:28;1,495096336;43,54258108;Electronique;Jeux videos;Inconnu;3
176;23/02/2017;02:36:23;1,488877737;43,64510872;Electronique;Telephonie;Abimé;4
177;24/02/2017;15:12:41;1,505019864;43,56258684;Vetement/textile;Enfant;Inconnu;2
178;25/02/2017;22:57:07;1,42863326;43,62995666;Outils;NULL;Réparable;3
179;26/02/2017;04:21:04;1,349425809;43,60692708;Electroménager;NULL;Bon;3
180;27/02/2017;11:32:04;1,466794081;43,64629683;Ameublement;Fauteuil;Réparable;3
181;28/02/2017;07:16:32;1,489928077;43,6235445;Ameublement;Literie;Bon;4
182;01/03/2017;14:20:12;1,430307707;43,62256091;Vehicules;Pieces detaches;Bon;3
183;02/03/2017;13:48:49;1,426307275;43,59140382;Decos;NULL;Réparable;3
184;03/03/2017;11:50:42;1,442890812;43,5523938;Electronique;Telephonie;Abimé;2
185;04/03/2017;11:01:22;1,359153638;43,65997469;Vehicules;Pieces detaches;Bon;4
186;05/03/2017;03:49:01;1,382312723;43,56959379;Electronique;Ordinateur;Abimé;4
187;06/03/2017;13:20:38;1,485870221;43,5602273;Vetement/textile;Femme;Abimé;4
188;07/03/2017;01:24:52;1,348924691;43,53884982;Matériaux;Feraille;Inconnu;1
189;08/03/2017;08:41:27;1,38432582;43,56471395;Vaisselles;NULL;Inconnu;1
190;09/03/2017;03:52:55;1,381781066;43,57826092;Ameublement;Fauteuil;Inconnu;1
191;10/03/2017;03:22:45;1,442951109;43,55931761;Vetement/textile;Femme;Réparable;3
192;11/03/2017;03:25:11;1,467344439;43,63917045;Ameublement;Rangement;Bon;1
193;12/03/2017;15:06:00;1,424873244;43,65033928;Ameublement;Rangement;Abimé;3
194;13/03/2017;02:32:58;1,481494706;43,61900653;Vehicules;Pieces detaches;Bon;1
195;14/03/2017;20:37:22;1,442435985;43,61047792;Electronique;Jeux videos;Abimé;3
196;15/03/2017;00:32:41;1,400906503;43,53351099;Matériaux;Verre;Abimé;1
197;16/03/2017;06:47:23;1,484000247;43,62494848;Ameublement;Chaise;Abimé;1
198;17/03/2017;19:15:11;1,377342593;43,55914418;Matériaux;Bois;Inconnu;4
199;18/03/2017;09:20:06;1,420213916;43,57785529;Divers;NULL;Abimé;3
200;19/03/2017;04:52:29;1,364994644;43,58388571;Ameublement;Table;Abimé;3
201;20/03/2017;21:44:35;1,445899593;43,65577599;Ameublement;Rangement;Inconnu;4
202;21/03/2017;15:55:22;1,469428953;43,54459309;Vehicules;Pieces detaches;Réparable;1
203;22/03/2017;07:42:26;1,488667754;43,55781158;Vetement/textile;Femme;Abimé;2
204;23/03/2017;01:52:04;1,353234553;43,61724255;Ameublement;Literie;Réparable;4
205;24/03/2017;20:12:28;1,476899726;43,53640982;Outils;NULL;Inconnu;4
206;25/03/2017;14:40:20;1,355698985;43,6447403;Matériaux;Verre;Inconnu;3
207;26/03/2017;21:38:31;1,457663725;43,57339923;Ameublement;Chaise;Bon;2
208;27/03/2017;15:32:06;1,367016442;43,59122191;Electronique;Telephonie;Inconnu;2
209;28/03/2017;11:50:31;1,392112611;43,60354639;Electronique;Telephonie;Inconnu;3
210;29/03/2017;06:04:06;1,462943337;43,64972504;Ameublement;Fauteuil;Réparable;1
211;30/03/2017;18:50:22;1,437296577;43,59261302;Electroménager;NULL;Bon;4
212;31/03/2017;01:41:44;1,473505808;43,60219122;Vehicules;Pieces detaches;Abimé;3
213;01/04/2017;22:27:36;1,436526346;43,60091666;Electroménager;NULL;Réparable;3
214;02/04/2017;14:32:46;1,442361203;43,53670092;Vehicules;Autres;Réparable;1
215;03/04/2017;00:50:57;1,377918055;43,6217128;Ameublement;Rangement;Réparable;1
216;04/04/2017;05:50:55;1,504686201;43,61802933;Vetement/textile;Homme;Abimé;4
217;05/04/2017;13:57:01;1,39663361;43,5556995;Divers;NULL;Abimé;4
218;06/04/2017;10:32:45;1,352830958;43,58098032;Vetement/textile;Enfant;Bon;3
219;07/04/2017;10:46:53;1,431189374;43,57534769;Matériaux;Bois;Réparable;4
220;08/04/2017;20:33:55;1,429591984;43,66043577;Ameublement;Literie;Inconnu;3
221;09/04/2017;21:22:37;1,452744933;43,62636234;Matériaux;Verre;Inconnu;4
222;10/04/2017;02:23:40;1,349172078;43,62897221;Ameublement;Chaise;Bon;3
223;11/04/2017;12:05:03;1,423495931;43,61997708;Matériaux;Carton;Réparable;1
224;12/04/2017;00:45:20;1,358930017;43,58025104;Vetement/textile;Homme;Bon;3
225;13/04/2017;08:21:36;1,426429555;43,53168714;Ameublement;Chaise;Inconnu;3
226;14/04/2017;23:16:31;1,350206434;43,64098622;Decos;NULL;Inconnu;2
227;15/04/2017;12:06:51;1,386009011;43,57387198;Vehicules;Autres;Abimé;3
228;16/04/2017;06:41:22;1,484217891;43,5993029;Electronique;Telephonie;Abimé;1
229;17/04/2017;03:23:11;1,365916639;43,58847859;Outils;NULL;Inconnu;2
230;18/04/2017;13:13:01;1,364522627;43,56488117;Vehicules;Velos;Bon;2
231;19/04/2017;00:33:45;1,461569188;43,54821608;Ameublement;Literie;Bon;1
232;20/04/2017;09:10:50;1,42886231;43,57606839;Matériaux;Bois;Réparable;2
233;21/04/2017;05:34:53;1,366613527;43,61568016;Ameublement;Literie;Réparable;4
234;22/04/2017;05:10:09;1,466761225;43,64111555;Vehicules;Velos;Inconnu;1
235;23/04/2017;08:26:35;1,412311211;43,6317917;Ameublement;Rangement;Inconnu;2
236;24/04/2017;17:07:49;1,474573839;43,54445676;Electronique;Ordinateur;Réparable;3
237;25/04/2017;16:42:41;1,39120917;43,56416714;Vehicules;Autres;Bon;1
238;26/04/2017;06:50:39;1,472584221;43,63948427;Vehicules;Pieces detaches;Abimé;3
239;27/04/2017;09:54:47;1,409805151;43,60837208;Divers;NULL;Bon;3
240;28/04/2017;05:49:36;1,446033065;43,5634403;Vetement/textile;Enfant;Réparable;4
241;29/04/2017;06:39:43;1,470367344;43,66029137;Vetement/textile;Homme;Réparable;2
242;30/04/2017;10:51:13;1,418048027;43,54084263;Vetement/textile;Femme;Réparable;4
243;01/05/2017;16:19:29;1,379202821;43,63477297;Ameublement;Table;Abimé;2
244;02/05/2017;13:47:58;1,485301959;43,59883775;Vetement/textile;Femme;Réparable;4
245;03/05/2017;19:13:57;1,446278972;43,60480733;Vetement/textile;Femme;Abimé;3
246;04/05/2017;19:59:51;1,386634347;43,57140551;Vehicules;Velos;Bon;1
247;05/05/2017;06:05:23;1,423307111;43,63436015;Vetement/textile;Enfant;Bon;4
248;06/05/2017;23:08:28;1,414244484;43,64136149;Vaisselles;NULL;Réparable;4
249;07/05/2017;19:05:21;1,449742974;43,62765435;Matériaux;Carton;Réparable;2
250;08/05/2017;17:46:29;1,497507865;43,54637349;Ameublement;Fauteuil;Bon;2
251;09/05/2017;14:10:50;1,501247047;43,59388727;Electronique;Ordinateur;Abimé;2
252;10/05/2017;19:48:22;1,467286734;43,55811062;Outils;NULL;Bon;4
253;11/05/2017;05:45:15;1,357222643;43,64845868;Vaisselles;NULL;Inconnu;1
254;12/05/2017;20:31:15;1,396991604;43,60597402;Ameublement;Rangement;Réparable;2
255;13/05/2017;19:45:01;1,384301438;43,64093425;Vetement/textile;Homme;Bon;4
256;14/05/2017;15:00:03;1,371014552;43,60761145;Matériaux;Feraille;Réparable;2
257;15/05/2017;18:29:01;1,492405488;43,57483949;Electronique;Ordinateur;Abimé;3
258;16/05/2017;08:07:50;1,360079201;43,66052795;Ameublement;Fauteuil;Bon;1
259;17/05/2017;18:35:10;1,361304996;43,562165;Electronique;Jeux videos;Inconnu;1
260;18/05/2017;06:50:11;1,453308414;43,59979463;Matériaux;Feraille;Réparable;4
261;19/05/2017;18:20:14;1,500905813;43,6189934;Matériaux;Bois;Bon;4
262;20/05/2017;06:36:04;1,376635827;43,65421713;Matériaux;Verre;Réparable;2
263;21/05/2017;02:58:08;1,409283489;43,6139629;Ameublement;Fauteuil;Réparable;4
264;22/05/2017;20:47:22;1,474611281;43,59556586;Decos;NULL;Réparable;1
265;23/05/2017;07:13:09;1,438520019;43,64137583;Vehicules;Velos;Abimé;3
266;24/05/2017;17:56:46;1,502794548;43,60615482;Ameublement;Chaise;Bon;3
267;25/05/2017;03:51:20;1,371356295;43,54520561;Vehicules;Pieces detaches;Abimé;3
268;26/05/2017;05:31:07;1,499032837;43,55803334;Matériaux;Carton;Inconnu;4
269;27/05/2017;23:12:31;1,434715725;43,57655932;Ameublement;Literie;Bon;1
270;28/05/2017;21:47:23;1,502268882;43,65413403;Matériaux;Verre;Bon;2
271;29/05/2017;21:10:36;1,371710799;43,56575789;Electronique;Jeux videos;Inconnu;3
272;30/05/2017;12:16:29;1,349301649;43,62245085;Vetement/textile;Femme;Abimé;1
273;31/05/2017;20:11:04;1,422160085;43,6474148;Electroménager;NULL;Inconnu;2
274;01/06/2017;19:26:14;1,43775088;43,58625256;Electronique;Jeux videos;Abimé;2
275;02/06/2017;05:19:56;1,492195827;43,54498823;Ameublement;Chaise;Bon;2
276;03/06/2017;02:28:20;1,483662877;43,65223354;Electronique;Ordinateur;Inconnu;4
277;04/06/2017;05:47:19;1,49683215;43,64687759;Vetement/textile;Femme;Bon;4
278;05/06/2017;08:53:36;1,477659072;43,53005352;Decos;NULL;Abimé;2
279;06/06/2017;13:01:43;1,448608257;43,62542132;Vetement/textile;Enfant;Abimé;3
280;07/06/2017;21:36:05;1,355404425;43,55675003;Ameublement;Table;Inconnu;1
281;08/06/2017;20:53:01;1,499138278;43,6404249;Electroménager;NULL;Inconnu;1
282;09/06/2017;13:21:41;1,433113158;43,57803559;Matériaux;Verre;Abimé;2
283;10/06/2017;11:28:55;1,382947044;43,65171268;Matériaux;Feraille;Inconnu;1
284;11/06/2017;07:05:29;1,497146374;43,60672955;Matériaux;Feraille;Bon;2
285;12/06/2017;21:50:29;1,364087353;43,62105882;Vehicules;Velos;Bon;3
286;13/06/2017;13:12:41;1,36854836;43,63070394;Divers;NULL;Réparable;1
287;14/06/2017;17:36:27;1,425281867;43,62851805;Ameublement;Table;Bon;3
288;15/06/2017;02:03:46;1,400295538;43,56742793;Matériaux;Bois;Inconnu;4
289;16/06/2017;05:07:27;1,489736692;43,52922478;Vetement/textile;Femme;Abimé;2
290;17/06/2017;00:44:08;1,492010851;43,5301591;Electroménager;NULL;Bon;4
291;18/06/2017;22:16:12;1,367562412;43,61920997;Electronique;Ordinateur;Réparable;2
292;19/06/2017;21:00:52;1,419676047;43,52945839;Ameublement;Rangement;Réparable;3
293;20/06/2017;16:08:30;1,414207932;43,56155759;Ameublement;Table;Bon;2
294;21/06/2017;14:11:52;1,360592171;43,61321551;Vaisselles;NULL;Réparable;2
295;22/06/2017;02:55:27;1,385728428;43,5735943;Electronique;Ordinateur;Bon;2
296;23/06/2017;03:30:02;1,344590301;43,62192306;Vehicules;Autres;Abimé;4
297;24/06/2017;22:17:22;1,450041418;43,58661421;Outils;NULL;Bon;1
298;25/06/2017;06:06:21;1,457572814;43,65792421;Vehicules;Velos;Abimé;1
299;26/06/2017;08:19:47;1,387072449;43,59833547;Electronique;Ordinateur;Réparable;2
300;27/06/2017;02:45:21;1,469292897;43,64427629;Matériaux;Bois;Inconnu;4
301;28/06/2017;16:42:37;1,451723673;43,53957986;Vehicules;Velos;Bon;4
302;29/06/2017;12:28:27;1,404227184;43,57115492;Matériaux;Bois;Abimé;4
303;30/06/2017;14:33:30;1,459072114;43,55514729;Matériaux;Verre;Inconnu;3
304;01/07/2017;11:55:57;1,424251604;43,53727463;Ameublement;Table;Réparable;4
305;02/07/2017;03:59:34;1,402282704;43,57204823;Outils;NULL;Inconnu;3
306;03/07/2017;11:48:43;1,407392515;43,6179598;Ameublement;Literie;Réparable;1
307;04/07/2017;22:00:04;1,493909479;43,60658398;Ameublement;Chaise;Réparable;2
308;05/07/2017;09:46:45;1,422692669;43,57441527;Matériaux;Feraille;Abimé;2
309;06/07/2017;13:43:28;1,354019868;43,58334486;Matériaux;Feraille;Inconnu;1
310;07/07/2017;11:07:02;1,433314734;43,59915329;Divers;NULL;Abimé;4
311;08/07/2017;10:47:59;1,459150411;43,54421407;Ameublement;Chaise;Réparable;1
